"bf","race2","income","educ","female","age","partyid","region","vote1a","vote2a","vote1b","vote2b","pt"
"Non-Recipient","Afro-Brazilian",3,4,1,54,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,3,1,34,1,"South",1,0,"Opposition",NA,0
"Non-Recipient","Other",3,3,1,32,1,"South",1,0,"Opposition",NA,0
"Non-Recipient","Other",4,3,1,18,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,55,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,0,35,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,1,0,44,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,61,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",2,2,1,55,1,"South",1,1,"Incumbent","Opposition",0
"Non-Recipient","Other",2,1,0,57,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient",NA,1,2,1,34,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,1,1,49,1,"South",1,1,"Incumbent","Opposition",0
"Recipient","Afro-Brazilian",1,2,0,36,2,"South",1,1,"Incumbent","Incumbent",1
"Recipient","Other",2,2,1,22,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,31,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",NA,2,0,53,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,3,1,20,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,1,39,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,3,0,18,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,4,0,69,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,26,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,26,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,38,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,47,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,64,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,1,1,54,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",3,4,0,22,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,71,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,37,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,0,30,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,36,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",2,2,0,71,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,1,1,72,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,4,0,21,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",1,1,1,64,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,21,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,1,43,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,0,25,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,46,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,40,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,0,29,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,35,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",4,2,1,26,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient",NA,4,2,0,50,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,0,62,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",3,1,0,57,1,"South",1,1,"Incumbent","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,22,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,66,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,61,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,45,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,1,25,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,33,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,NA,0,53,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,1,37,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,17,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,29,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,0,42,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,1,30,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",3,1,0,50,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,51,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,1,27,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,22,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",3,1,1,62,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,26,1,"South",1,1,NA,NA,0
"Recipient","Other",2,2,0,39,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,1,51,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,26,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,0,18,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,3,1,44,1,"South",1,1,"Incumbent","Opposition",0
"Recipient","Other",3,2,1,34,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,1,1,54,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,79,5,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,60,5,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,49,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,37,2,"South",1,1,"Incumbent","Incumbent",1
"Non-Recipient","Other",3,2,0,30,1,"South",0,1,NA,"Incumbent",0
"Non-Recipient","Other",3,3,0,52,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,3,1,57,3,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,1,61,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,24,2,"South",1,1,"Opposition","Opposition",1
"Non-Recipient","Other",4,3,1,26,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,3,0,35,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,66,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,45,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,4,0,26,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,1,56,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",1,1,1,73,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",4,3,0,36,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,26,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,3,1,46,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,56,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,1,0,70,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,3,0,30,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,20,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,19,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,43,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,1,1,55,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,1,67,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,64,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,4,0,65,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,32,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,1,48,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,1,0,50,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,0,35,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,1,1,57,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient",NA,4,1,0,40,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient",NA,2,3,1,34,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,0,33,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,1,53,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,1,54,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient",NA,2,2,0,55,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,0,20,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,2,1,47,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,1,22,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,1,59,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,0,54,1,"South",0,0,NA,NA,0
"Recipient","Other",2,3,0,44,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,1,35,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,4,0,71,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,46,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,23,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,54,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,1,0,62,1,"South",1,1,NA,NA,0
"Non-Recipient","Other",3,3,0,29,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,60,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,1,1,65,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",3,2,1,34,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,3,1,35,1,"South",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,3,1,24,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",4,1,0,66,1,"South",0,0,NA,NA,0
"Recipient","Other",3,3,0,24,1,"South",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",4,4,0,33,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,28,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,44,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,51,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,62,5,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,2,1,51,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,63,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,21,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,1,1,71,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,27,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,26,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,22,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,38,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,0,54,3,"South",1,1,"Incumbent",NA,0
"Non-Recipient","Other",4,4,0,55,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,38,5,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",5,4,0,18,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,2,0,45,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",4,3,1,50,1,"South",1,1,NA,NA,0
"Non-Recipient","Afro-Brazilian",1,1,0,25,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,1,1,41,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,1,68,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",2,2,0,72,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,1,63,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",2,3,1,32,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,27,1,"South",0,1,NA,"Incumbent",0
"Non-Recipient","Other",1,3,0,19,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,30,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,3,1,23,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,4,1,37,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,3,0,57,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",2,2,0,69,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,38,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,51,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,19,1,"South",0,1,NA,"Incumbent",0
"Recipient","Other",1,1,1,55,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,1,1,63,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,70,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,2,1,19,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,60,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,50,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,1,76,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,58,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,67,1,"South",1,0,"Incumbent",NA,0
"Non-Recipient","Other",1,2,0,18,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,5,1,48,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",3,3,0,30,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,1,0,40,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",3,3,0,44,1,"South",0,1,NA,"Opposition",0
"Recipient","Afro-Brazilian",3,3,1,35,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,1,1,38,1,"South",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,32,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,1,60,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,30,1,"South",1,1,NA,NA,0
"Non-Recipient","Other",2,2,0,42,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,70,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,1,68,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,52,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,4,0,23,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,34,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,17,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,59,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,0,46,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,3,1,18,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,75,1,"South",1,1,"Incumbent","Opposition",0
"Non-Recipient","Other",2,1,1,48,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,58,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,0,23,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,1,1,66,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,56,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,0,21,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,37,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,31,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,0,51,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,40,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,3,1,30,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,32,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,26,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",4,3,0,26,5,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,41,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,1,69,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",5,1,1,74,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,64,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,1,0,69,5,"South",0,1,NA,"Opposition",0
"Non-Recipient","Other",NA,4,1,35,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,24,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,1,1,62,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,2,1,26,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,48,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,3,0,18,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,2,0,44,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,25,1,"South",1,NA,NA,NA,0
"Non-Recipient","Other",4,4,1,54,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,2,0,60,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,60,3,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,55,1,"South",0,0,NA,NA,0
"Recipient","Other",3,2,1,25,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",NA,2,0,28,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,1,0,50,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,35,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,33,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",NA,1,0,46,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,1,28,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,3,0,31,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,2,1,33,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,0,23,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,2,1,51,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,4,1,21,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,1,0,50,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",NA,1,1,56,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,0,28,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,0,34,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,0,17,1,"South",1,1,"Incumbent","Incumbent",0
"Recipient","Other",NA,1,0,69,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,1,1,76,1,"South",NA,NA,NA,NA,0
"Non-Recipient","Other",NA,3,1,30,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",NA,2,1,42,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,34,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,1,72,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Other",2,3,1,27,1,"South",0,0,NA,NA,0
"Recipient","Other",NA,1,1,37,1,"South",1,1,NA,"Incumbent",0
"Recipient","Other",3,3,0,52,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,1,41,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,2,1,46,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",NA,1,0,59,1,"South",1,1,NA,NA,0
"Non-Recipient","Other",3,3,1,24,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,0,62,1,"South",1,1,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,2,0,25,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,58,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,24,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,0,67,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,1,57,1,"South",1,NA,NA,NA,0
"Non-Recipient","Afro-Brazilian",NA,1,0,46,1,"South",0,0,NA,NA,0
"Non-Recipient","Other",3,1,0,66,3,"South",0,1,NA,"Opposition",0
"Non-Recipient","Other",3,3,0,45,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,52,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,2,1,29,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,1,1,40,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient",NA,3,4,1,48,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,1,0,58,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,55,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,0,65,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,2,0,52,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,4,1,53,1,"South",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",3,2,1,41,1,"South",1,1,"Opposition","Incumbent",0
"Recipient","Other",2,1,1,33,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,53,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,0,34,1,"South",1,0,"Incumbent",NA,0
"Recipient","Other",1,2,1,29,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,29,5,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,3,1,24,1,"South",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,1,1,65,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,0,69,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,2,0,64,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,4,0,47,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,76,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,4,1,41,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,0,41,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,1,34,1,"Midwest",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,4,1,18,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,4,1,46,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,4,0,25,1,"Midwest",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",5,5,1,28,1,"Midwest",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,21,1,"Midwest",1,1,"Opposition","Opposition",0
